Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
23:56:46.328,,288,373,654
23:56:46.365,,117,589,556
23:56:46.389,>Walk,,,
23:56:46.402,,24,818,592
23:56:46.439,,-142,922,287
23:56:46.476,,-310,1197,688
23:56:46.513,,-123,838,813
23:56:46.550,,104,877,568
23:56:46.587,,231,1137,359
23:56:46.624,,97,850,541
23:56:46.661,,-66,696,558
23:56:46.698,,-103,738,336
23:56:46.735,,-159,860,417
23:56:46.772,,-119,863,410
23:56:46.809,,-53,1041,541
23:56:46.846,,-45,1015,574
23:56:46.883,,-112,929,513
23:56:46.920,,-170,875,544
23:56:46.957,,-156,874,507
23:56:46.994,,-94,856,496
23:56:47.031,,-39,898,514
23:56:47.068,,-45,932,510
23:56:47.105,,-110,909,513
23:56:47.142,,-188,870,484
23:56:47.179,,-265,854,435
23:56:47.216,,-271,837,419
23:56:47.253,,-208,785,400
23:56:47.290,,-125,714,374
23:56:47.327,,36,639,320
23:56:47.364,,129,806,404
23:56:47.401,,256,846,568
23:56:47.438,,473,598,503
23:56:47.475,,684,387,443
23:56:47.512,,765,371,459
23:56:47.549,,842,404,363
23:56:47.586,,884,463,257
23:56:47.623,,910,537,245
23:56:47.660,,934,635,248
23:56:47.697,,915,681,241
23:56:47.734,,889,663,200
23:56:47.771,,858,652,219
23:56:47.809,,869,623,237
23:56:47.846,,841,632,291
23:56:47.883,,918,549,217
23:56:47.920,,1029,768,52
23:56:47.957,,1086,979,-104
23:56:47.994,,801,810,-189
23:56:48.031,,594,994,-353
23:56:48.068,,790,817,-494
23:56:48.105,,928,653,-817
23:56:48.142,,873,913,-850
23:56:48.179,,1012,1124,-1026
23:56:48.216,,1318,1210,-1053
23:56:48.253,,1410,1463,-547
23:56:48.290,,1204,927,-87
23:56:48.327,,824,398,145
23:56:48.364,,418,-55,221
23:56:48.401,,230,-116,269
23:56:48.438,,89,-209,345
23:56:48.475,,32,-157,480
23:56:48.512,,-3,-91,545
23:56:48.549,,111,-117,732
23:56:48.586,,255,0,934
23:56:48.623,,263,85,1237
23:56:48.660,,536,43,1283
23:56:48.697,,596,-30,1074
23:56:48.734,,566,-13,749
23:56:48.771,,554,-4,495
23:56:48.808,,630,41,252
23:56:48.845,,664,237,-21
23:56:48.882,,690,592,47
23:56:48.919,,757,659,-11
23:56:48.956,,878,744,-55
23:56:48.993,,990,819,69
23:56:49.030,,1171,971,115
23:56:49.067,,1254,1131,177
23:56:49.104,,1295,973,79
23:56:49.141,,1101,763,67
23:56:49.178,,1037,494,295
23:56:49.215,,1359,668,511
23:56:49.252,,923,852,139
23:56:49.289,,567,910,73
23:56:49.326,,685,728,136
23:56:49.363,,817,662,117
23:56:49.400,,875,627,118
23:56:49.437,,907,548,168
23:56:49.474,,967,527,155
23:56:49.511,,1048,576,135
23:56:49.548,,1083,617,92
23:56:49.585,,1002,682,132
23:56:49.622,,879,647,163
23:56:49.659,,731,646,194
23:56:49.696,,632,673,234
23:56:49.733,,546,619,195
23:56:49.770,,483,584,227
23:56:49.807,,429,571,269
23:56:49.844,,505,572,240
23:56:49.881,,707,666,248
23:56:49.918,,654,636,305
23:56:49.955,,602,652,437
23:56:49.992,,834,650,398
23:56:50.029,,963,527,254
23:56:50.066,,907,470,243
23:56:50.103,,816,505,249
23:56:50.140,,709,533,189
23:56:50.177,,709,583,181
23:56:50.214,,723,598,147
23:56:50.251,,710,574,143
23:56:50.288,,702,565,160
23:56:50.325,,673,567,163
23:56:50.362,,672,621,221
23:56:50.399,,740,632,230
23:56:50.436,,865,633,238
23:56:50.473,,822,644,252
23:56:50.510,,827,706,297
23:56:50.547,,1055,834,354
23:56:50.584,,995,719,233
23:56:50.621,,702,547,220
23:56:50.658,,753,591,269
23:56:50.695,,943,632,179
23:56:50.732,,987,548,123
23:56:50.770,,880,482,85
23:56:50.807,,821,526,83
23:56:50.844,,828,546,68
23:56:50.881,,823,564,50
