Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
18:20:52.360,,-540,649,-532
18:20:52.397,,-639,694,-569
18:20:52.420,>walk,,,
18:20:52.434,,-781,746,-623
18:20:52.471,,-766,781,-535
18:20:52.508,,-690,730,-475
18:20:52.544,,-648,635,-470
18:20:52.581,,-613,624,-466
18:20:52.618,,-593,618,-426
18:20:52.655,,-606,701,-348
18:20:52.692,,-632,697,-292
18:20:52.729,,-664,597,-258
18:20:52.766,,-680,549,-258
18:20:52.803,,-688,508,-236
18:20:52.840,,-694,479,-250
18:20:52.876,,-682,504,-239
18:20:52.913,,-688,604,-266
18:20:52.950,,-660,801,-458
18:20:52.987,,-460,839,-560
18:20:53.024,,-312,1034,-484
18:20:53.061,,-420,1092,-329
18:20:53.098,,-599,877,-341
18:20:53.135,,-682,815,-332
18:20:53.171,,-557,660,-257
18:20:53.208,,-480,573,-238
18:20:53.245,,-471,601,-243
18:20:53.282,,-514,679,-241
18:20:53.319,,-567,824,-196
18:20:53.356,,-556,974,-92
18:20:53.393,,-495,955,-51
18:20:53.430,,-423,816,-10
18:20:53.466,,-396,766,27
18:20:53.503,,-415,771,54
18:20:53.540,,-473,795,52
18:20:53.577,,-539,895,63
18:20:53.614,,-646,940,61
18:20:53.651,,-727,966,45
18:20:53.688,,-764,974,-124
18:20:53.725,,-776,815,-428
18:20:53.762,,-690,686,-500
18:20:53.798,,-563,903,-135
18:20:53.835,,-523,945,-91
18:20:53.872,,-412,850,-125
18:20:53.909,,-297,670,-53
18:20:53.946,,-289,553,-48
18:20:53.983,,-330,573,-51
18:20:54.020,,-404,605,-38
18:20:54.056,,-484,778,-35
18:20:54.093,,-561,921,-53
18:20:54.130,,-619,967,-124
18:20:54.167,,-621,982,-126
18:20:54.204,,-631,1022,-15
18:20:54.241,,-622,1082,26
18:20:54.278,,-635,905,-200
18:20:54.315,,-581,752,-363
18:20:54.352,,-393,877,-253
18:20:54.388,,-368,936,-159
18:20:54.425,,-522,915,-130
18:20:54.462,,-589,837,-121
18:20:54.499,,-449,727,-37
18:20:54.536,,-288,646,25
18:20:54.573,,-252,675,76
18:20:54.610,,-328,643,48
18:20:54.646,,-415,756,-27
18:20:54.683,,-466,855,-30
18:20:54.720,,-533,1081,6
18:20:54.757,,-606,1197,53
18:20:54.794,,-649,1239,5
18:20:54.831,,-709,1036,-301
18:20:54.868,,-806,630,-352
18:20:54.905,,-846,795,-178
18:20:54.942,,-722,852,-102
18:20:54.978,,-475,722,-108
18:20:55.015,,-359,542,-34
18:20:55.052,,-360,422,-36
18:20:55.089,,-369,408,-30
18:20:55.126,,-442,625,-26
18:20:55.163,,-595,853,-79
18:20:55.200,,-643,903,-45
18:20:55.236,,-661,982,-56
18:20:55.273,,-596,945,-57
18:20:55.310,,-577,958,37
