AccX [mg],AccY,AccZ,Ground Truth
-312,684,664,2
-309,699,738,2
-336,611,745,2
-317,646,746,2
-313,627,706,2
-317,650,666,2
-386,683,645,2
-319,673,674,2
-276,698,744,2
-277,648,801,2
-243,627,789,2
-245,634,703,2
-232,642,707,2
-263,616,748,2
-270,618,750,2
-277,624,755,2
-273,585,723,2
-247,584,654,2
-257,673,743,2
-305,656,804,2
-266,543,795,2
-244,343,823,2
-216,576,927,2
-234,506,865,2
-292,463,852,2
-221,323,990,2
-164,325,1044,2
-186,372,865,2
-245,785,688,2
-204,158,1008,2
-268,408,852,2
-158,78,907,2
-301,442,1005,2
-216,356,932,2
-200,416,1008,2
-338,304,758,2
-148,584,836,2
-68,195,1045,2
-153,306,1131,2
-194,419,963,2
-172,606,853,2
-286,546,823,2
-344,744,776,2
-318,501,510,2
-206,628,700,2
-172,835,623,2
-33,673,389,2
60,-91,460,2
-194,-1148,437,2
960,541,975,2
839,516,-587,2
-1271,1996,-337,2
375,812,1300,2
819,1705,1522,2
69,1093,650,2
-337,1418,-60,2
-200,281,576,2
-5,477,782,2
13,1176,387,2
-109,907,309,2
199,930,540,2
330,635,593,2
345,322,637,2
252,839,645,2
219,482,167,2
422,1332,46,2
180,1011,209,2
-102,730,72,2
-72,1347,-433,2
215,1059,-35,2
235,1174,-111,2
101,1177,-122,2
280,150,-51,2
231,1386,45,2
252,1416,-200,2
68,1029,-373,2
-56,449,-227,2
15,1225,61,2
202,940,168,2
576,830,131,2
228,416,-194,2
231,1087,114,2
254,895,-41,2
34,922,-268,2
33,1301,-611,2
65,1222,-514,2
228,512,-195,2
157,803,-185,2
-2,1094,-157,2
41,941,-134,2
303,682,-55,2
334,1308,-46,2
67,909,-89,2
165,854,68,2
162,867,90,2
151,1082,76,2
137,957,14,2
231,968,268,2
178,1067,292,2
83,1297,151,2
38,1481,175,2
-21,1108,199,2
-147,773,324,2
-146,964,625,2
-311,850,329,2
-150,486,213,2
79,560,203,2
69,698,512,2
216,753,735,2
239,520,669,2
347,558,826,2
243,860,863,2
34,786,843,2
34,719,775,2
119,1049,862,2
148,581,567,2
-31,518,294,2
-183,787,249,2
-90,644,235,2
208,991,112,2
221,779,-59,2
185,1187,-337,2
-99,1524,-391,2
-50,866,-60,2
57,585,231,2
9,1050,101,2
-66,1162,-207,2
49,678,-37,2
67,954,162,2
160,1364,199,2
85,825,88,2
-20,891,90,2
42,910,332,2
131,987,395,2
82,945,254,2
-37,922,191,2
-102,818,18,2
99,724,130,2
129,1228,-107,2
21,940,-481,2
-7,875,-338,2
74,1133,-256,2
87,986,-409,2
42,914,-318,2
-17,958,-222,2
71,1011,-103,2
82,992,-180,2
63,1092,-244,2
27,731,-152,2
-96,831,-202,2
40,832,-163,2
251,634,-79,2
160,836,-127,2
-84,1024,-293,2
-101,1253,-211,2
47,797,-218,2
-45,1146,-230,2
-87,1021,-215,2
130,879,23,2
355,1000,45,2
148,1197,-210,2
115,855,-443,2
93,823,-333,2
31,954,-244,2
36,844,-305,2
27,987,-389,2
-22,874,-238,2
170,835,-115,2
206,1162,-207,2
133,1406,-530,2
42,1134,-281,2
124,443,55,2
119,556,120,2
204,1147,-31,2
230,1120,145,2
264,972,349,2
276,1019,563,2
-189,70,-630,2
50,1893,-834,2
97,978,-17,2
506,487,951,2
365,690,690,2
538,1056,291,2
10,1189,229,2
-781,865,-323,2
-525,916,-191,2
-502,-18,-80,2
-749,191,227,2
-691,230,400,2
-946,857,-59,2
-858,665,193,2
-744,244,290,2
-891,742,142,2
-635,382,235,2
-822,820,176,2
-663,658,284,2
-687,127,131,2
-979,772,115,2
-919,670,369,2
-782,1014,363,2
-959,754,183,2
-901,200,236,2
-680,526,436,2
-1038,383,253,2
-841,447,421,2
-622,-260,492,2
-590,533,422,2
-717,557,240,2
-705,-43,392,2
-799,753,562,2
-904,519,208,2
-1067,17,-50,2
-1096,-181,-29,2
-858,-94,243,2
-1229,-475,-515,2
-931,-869,-50,2
-775,-1090,-328,2
-751,-387,-917,2
-1034,651,-976,2
-894,620,-373,2
-637,-406,-243,2
-230,35,-689,2
-51,1604,-1042,2
-695,1172,-520,2
-193,543,128,2
347,410,-277,2
1176,1306,35,2
972,1571,373,2
787,391,488,2
366,1732,569,2
185,686,564,2
175,579,325,2
133,1331,176,2
426,656,88,2
354,720,56,2
298,1302,-83,2
314,948,-10,2
141,986,-111,2
305,1090,9,2
345,901,-174,2
270,1050,-212,2
89,1034,-285,2
156,866,-191,2
325,761,53,2
292,691,-25,2
246,1007,-321,2
184,881,-404,2
213,790,-440,2
244,1132,-310,2
253,877,-129,2
425,849,-171,2
378,1064,-121,2
393,996,-228,2
666,1043,-64,2
1089,322,415,2
1080,495,352,2
886,729,76,2
705,1080,283,2
378,656,243,2
41,650,-7,2
