AccX [mg],AccY,AccZ,Ground Truth
-13,672,715,2
-16,675,736,2
-14,702,719,2
-5,700,717,2
-5,681,742,2
-1,695,734,2
-7,695,716,2
-5,680,704,2
-2,694,716,2
-8,693,748,2
-11,710,764,2
-23,677,775,2
2,631,757,2
-6,607,731,2
3,654,688,2
3,654,688,2
3,654,688,2
15,747,762,2
-8,677,706,2
4,674,756,2
32,621,790,2
-19,895,689,2
-12,697,709,2
-40,785,823,2
24,673,826,2
57,292,654,2
129,336,640,2
134,637,962,2
79,833,895,2
50,503,785,2
-135,1043,543,2
134,-22,789,2
-5,711,893,2
103,567,995,2
202,1218,654,2
191,93,704,2
191,93,704,2
-16,716,751,2
43,635,907,2
145,402,800,2
186,183,785,2
126,355,828,2
-91,913,994,2
-110,365,734,2
260,275,869,2
254,201,1012,2
205,598,808,2
188,681,840,2
237,296,757,2
326,864,943,2
172,335,675,2
-140,631,420,2
114,709,855,2
146,816,769,2
120,500,591,2
120,500,591,2
121,299,505,2
107,672,794,2
-263,699,775,2
-52,574,805,2
143,619,671,2
166,467,501,2
327,1000,635,2
303,940,404,2
193,769,263,2
99,991,314,2
63,907,481,2
24,507,611,2
175,1212,554,2
159,1011,208,2
186,1105,354,2
181,696,575,2
259,780,823,2
166,401,868,2
-94,-95,548,2
-94,-95,548,2
113,963,964,2
-65,912,1264,2
-77,465,1093,2
-16,-182,678,2
159,808,772,2
241,760,1009,2
-88,441,790,2
33,215,932,2
-72,294,903,2
-149,450,872,2
-84,492,991,2
-179,451,996,2
-262,322,800,2
-250,188,630,2
307,-171,1191,2
135,-32,1411,2
73,143,1000,2
340,22,915,2
340,22,915,2
266,168,993,2
76,297,919,2
-131,-912,843,2
97,918,1010,2
-64,284,1090,2
197,-368,868,2
227,-228,921,2
387,-46,1308,2
57,317,1135,2
-25,423,974,2
28,80,809,2
163,-201,843,2
323,-45,1146,2
60,220,1010,2
70,-190,786,2
34,171,795,2
-22,215,788,2
122,47,795,2
333,468,1093,2
333,468,1093,2
402,486,1176,2
187,437,867,2
112,928,1029,2
-81,1016,1176,2
-81,384,926,2
60,123,453,2
288,55,559,2
315,777,760,2
135,611,860,2
112,348,1036,2
91,710,739,2
152,977,705,2
180,774,746,2
43,543,847,2
87,331,812,2
69,487,775,2
78,606,785,2
122,489,831,2
-160,609,721,2
-160,609,721,2
-36,94,690,2
156,642,941,2
97,839,596,2
37,1159,389,2
46,308,775,2
-146,644,1013,2
4,543,830,2
238,157,832,2
545,1008,771,2
349,902,658,2
49,709,770,2
-48,471,711,2
244,833,844,2
262,942,889,2
69,525,575,2
1,236,830,2
80,520,982,2
24,480,625,2
25,340,587,2
25,340,587,2
25,340,587,2
-40,1214,280,2
38,1232,499,2
-21,460,606,2
-320,663,398,2
-133,1155,391,2
11,947,509,2
94,1055,378,2
26,704,476,2
-142,793,175,2
-112,861,502,2
27,805,468,2
-49,1292,175,2
-188,823,602,2
-284,444,440,2
-48,1085,406,2
168,1053,172,2
109,862,338,2
109,862,338,2
109,862,338,2
109,862,338,2
-16,682,429,2
-121,1223,714,2
-114,723,450,2
-29,797,629,2
-54,597,571,2
224,293,1005,2
521,1012,525,2
-224,1737,-449,2
-561,-173,-641,2
-39,618,-309,2
198,1615,-214,2
675,769,1406,2
-389,1181,693,2
137,813,483,2
142,515,239,2
-151,1117,306,2
153,841,368,2
-143,875,205,2
23,1028,222,2
44,948,300,2
27,977,225,2
61,1025,56,2
-35,981,165,2
-136,989,136,2
0,982,53,2
-17,897,57,2
-96,1007,111,2
39,1003,32,2
18,713,-17,2
39,1117,84,2
18,1295,109,2
-88,1285,118,2
68,582,290,2
216,696,508,2
166,1007,649,2
-95,1365,248,2
-51,857,296,2
72,662,510,2
-24,626,651,2
26,677,544,2
95,720,399,2
77,1005,615,2
157,747,617,2
161,874,643,2
35,974,480,2
-54,843,510,2
31,831,616,2
-207,666,673,2
-167,870,776,2
-82,789,867,2
50,340,836,2
54,521,771,2
165,316,802,2
549,-44,1060,2
879,-258,802,2
397,928,319,2
114,938,371,2
147,347,501,2
-163,1262,720,2
-147,1212,489,2
-212,1030,349,2
220,1085,463,2
294,1192,632,2
-47,724,650,2
-106,1226,706,2
-273,1323,324,2
-207,491,251,2
-50,747,346,2
128,629,130,2
347,84,1039,2
146,909,542,2
-253,941,-9,2
-239,1327,227,2
-241,893,43,2
-235,1422,-82,2
-125,1169,18,2
-272,414,47,2
-82,1009,382,2
-172,1179,167,2
-298,819,158,2
-166,858,307,2
-120,956,325,2
-171,961,243,2
-289,852,146,2
-213,773,62,2
-246,1025,172,2
-144,841,292,2
-156,1223,252,2
-236,1237,58,2
-306,734,226,2
-245,801,237,2
-224,985,143,2
-239,984,182,2
-208,773,268,2
-209,825,303,2
-206,996,267,2
-179,907,306,2
-225,877,353,2
-265,839,324,2
-245,987,248,2
-215,965,215,2
-189,859,299,2
-143,853,300,2
-165,1011,286,2
-198,961,335,2
-185,812,337,2
-213,910,304,2
-236,964,267,2
-204,907,266,2
-194,946,300,2
-213,960,301,2
-199,904,314,2
-226,928,292,2
-227,927,284,2
-211,867,275,2
