AccX [mg],AccY,AccZ,Ground Truth
380,607,564,2
342,524,808,2
300,727,674,2
270,735,627,2
278,843,654,2
276,878,705,2
230,524,753,2
235,570,1011,2
150,443,837,2
207,535,555,2
267,613,943,2
197,414,726,2
280,874,586,2
169,278,875,2
218,911,828,2
111,567,777,2
120,800,701,2
153,871,703,2
107,927,504,2
116,812,482,2
163,744,518,2
196,712,582,2
197,834,643,2
165,791,543,2
131,923,515,2
193,820,737,2
200,659,761,2
47,743,439,2
211,669,728,2
179,485,708,2
187,600,899,2
-169,640,1102,2
54,418,642,2
274,484,703,2
142,762,852,2
109,646,667,2
73,399,688,2
98,550,812,2
184,735,696,2
116,1076,692,2
-82,810,367,2
-43,695,378,2
149,863,369,2
159,1339,521,2
136,1141,574,2
135,773,23,2
194,642,41,2
182,1573,-97,2
158,752,-85,2
239,646,69,2
419,895,-154,2
542,1422,-728,2
268,854,-245,2
243,521,-463,2
339,895,-164,2
401,835,195,2
285,889,47,2
156,909,-156,2
139,755,-388,2
152,805,-446,2
242,974,-648,2
247,749,-266,2
277,984,-382,2
402,828,-515,2
261,1044,-537,2
303,917,-456,2
184,526,-406,2
212,737,-352,2
328,707,-380,2
101,1079,-359,2
297,1128,-305,2
127,755,-174,2
391,1013,-408,2
387,791,-3,2
468,766,75,2
398,665,-107,2
445,948,-299,2
484,960,79,2
449,1044,-76,2
-42,749,-501,2
465,1159,-270,2
516,1079,-165,2
483,733,-27,2
289,688,-181,2
482,1352,16,2
311,761,356,2
234,364,409,2
436,1315,229,2
502,1102,666,2
260,42,762,2
242,-98,372,2
371,398,43,2
672,1212,271,2
502,701,422,2
618,841,250,2
307,1109,375,2
407,1140,97,2
380,1008,178,2
380,886,486,2
330,850,256,2
348,1067,301,2
477,912,402,2
460,801,419,2
432,1076,328,2
516,447,329,2
594,466,675,2
537,492,854,2
220,-162,1195,2
56,183,1053,2
-49,158,800,2
134,422,253,2
530,1086,591,2
486,754,556,2
377,993,328,2
314,762,367,2
386,613,793,2
307,731,713,2
213,629,580,2
298,642,558,2
307,613,544,2
432,903,749,2
334,797,549,2
166,573,387,2
302,1086,522,2
251,1142,684,2
368,438,624,2
398,437,382,2
338,1052,637,2
223,721,558,2
218,885,619,2
278,1018,466,2
149,762,420,2
358,545,405,2
392,587,656,2
446,848,-22,2
240,1762,476,2
162,465,923,2
180,484,396,2
422,809,335,2
282,728,428,2
307,1016,522,2
62,846,550,2
234,496,453,2
366,1025,442,2
290,1088,497,2
164,806,296,2
216,821,443,2
439,725,363,2
340,1017,462,2
179,1019,392,2
120,838,496,2
225,762,471,2
267,829,356,2
504,837,422,2
353,729,367,2
268,1019,353,2
140,1051,414,2
194,705,353,2
121,924,449,2
143,517,460,2
195,923,559,2
190,983,392,2
352,782,411,2
390,1152,433,2
206,404,342,2
398,625,480,2
341,1161,366,2
458,1164,401,2
391,946,179,2
227,872,170,2
285,499,641,2
237,1191,450,2
113,998,380,2
84,321,554,2
220,878,445,2
367,722,246,2
589,955,196,2
421,1285,309,2
89,674,359,2
