AccX [mg],AccY,AccZ,Ground Truth
-179,990,48,1
-227,935,49,1
-232,943,51,1
-226,908,0,1
-247,1008,6,1
-251,1018,-13,1
-254,931,-16,1
-270,939,-43,1
-293,977,-67,1
-293,922,-77,1
-329,992,-97,1
-323,928,-99,1
-321,826,-128,1
-347,867,-85,1
-267,915,29,1
-267,915,29,1
-267,915,29,1
-264,946,41,1
-268,947,75,1
-290,996,79,1
-323,1017,71,1
-334,955,1,1
-353,915,-21,1
-315,950,23,1
-296,899,28,1
-313,898,37,1
-330,882,26,1
-346,902,11,1
-329,849,-39,1
-356,871,-54,1
-330,881,0,1
-335,984,14,1
-296,903,72,1
-253,1038,209,1
-253,1038,209,1
-174,1088,359,1
-192,1127,423,1
-150,960,436,1
-74,826,429,1
-107,894,425,1
-131,697,430,1
-117,745,416,1
-198,1086,455,1
-245,987,348,1
-310,799,311,1
-410,508,288,1
-307,-91,617,1
4,116,1097,1
98,85,1278,1
165,164,1372,1
102,-133,1148,1
124,-62,930,1
213,-365,987,1
213,-365,987,1
208,-311,1086,1
171,-297,1006,1
86,-213,882,1
26,-136,878,1
-28,-106,953,1
-72,25,1026,1
-79,79,1044,1
-77,76,1001,1
-44,34,956,1
-9,-89,977,1
50,-137,1034,1
123,-56,1051,1
150,-87,1023,1
174,-133,1057,1
175,-231,1108,1
162,-287,1096,1
90,-249,1000,1
52,-275,915,1
52,-275,915,1
-18,-179,890,1
-81,-76,895,1
-92,17,996,1
5,13,1123,1
44,-9,1079,1
57,-78,942,1
17,-128,925,1
14,-182,963,1
13,-145,1029,1
116,-211,1052,1
147,-247,1034,1
118,-231,1026,1
83,-196,1033,1
86,-150,1039,1
45,-61,1045,1
95,-80,1037,1
70,-61,961,1
7,-24,963,1
13,-55,1055,1
13,-55,1055,1
73,-77,992,1
49,-66,1006,1
107,-118,1057,1
74,-118,1073,1
76,-111,1051,1
55,-84,986,1
30,-32,1008,1
28,-54,1059,1
35,-68,991,1
-3,-68,911,1
-68,-48,957,1
-30,-66,1058,1
3,-69,1043,1
13,-31,924,1
-46,-60,880,1
-57,-182,961,1
-6,-189,1035,1
24,-172,1087,1
79,-142,1016,1
79,-142,1016,1
90,-140,1060,1
73,-173,1094,1
89,-222,1103,1
79,-206,1031,1
53,-136,961,1
16,-56,927,1
-31,-14,1029,1
17,-56,1061,1
9,-44,962,1
-19,-12,886,1
-76,-5,963,1
1,-80,1049,1
24,-101,1049,1
83,-122,989,1
49,-116,946,1
16,-144,1001,1
-25,-123,1049,1
-45,-71,994,1
-45,-71,994,1
-78,-25,1027,1
5,-30,1051,1
34,-26,1068,1
101,-88,1060,1
133,-105,1047,1
132,-125,1048,1
143,-166,1071,1
98,-160,1014,1
28,-125,968,1
-27,-103,973,1
-66,-70,992,1
-52,9,1007,1
-20,15,986,1
-40,58,961,1
-60,73,955,1
-101,77,998,1
-77,21,1066,1
-6,-79,1076,1
31,-149,1055,1
31,-149,1055,1
31,-149,1055,1
53,-198,1080,1
63,-195,1041,1
47,-132,990,1
11,-64,961,1
-6,-42,990,1
-17,-83,998,1
-14,-106,969,1
-15,-89,973,1
-9,-73,1010,1
-18,-56,1018,1
-6,-37,1003,1
15,-63,1013,1
23,-69,1002,1
-34,-66,988,1
-37,-112,1029,1
-21,-97,1052,1
2,-48,1040,1
14,-69,1050,1
1,-84,1007,1
10,-90,1012,1
11,-64,1041,1
7,-103,1042,1
6,-94,1013,1
17,-92,1002,1
-12,-129,1030,1
-8,-136,1037,1
-17,-142,1014,1
-19,-88,970,1
-31,-86,981,1
-35,-129,1010,1
2,-169,1025,1
-31,-144,990,1
-22,-185,976,1
-12,-182,1002,1
2,-219,1026,1
16,-228,1042,1
33,-177,1025,1
17,-144,1047,1
5,-131,1065,1
-23,-82,1019,1
-63,-36,979,1
-97,-34,996,1
-55,-80,1014,1
-32,-104,1006,1
-13,-158,997,1
4,-152,969,1
2,-194,1002,1
-1,-181,992,1
5,-140,1018,1
8,-184,1030,1
-25,-207,1032,1
-20,-188,1009,1
-52,-195,996,1
-37,-169,978,1
-43,-182,1046,1
33,-214,1031,1
-13,-144,973,1
-5,-195,969,1
-37,-184,990,1
-18,-210,992,1
-39,-166,1000,1
-40,-170,1021,1
-20,-188,1043,1
20,-176,1063,1
10,-221,993,1
1,-245,948,1
-44,-283,974,1
-18,-300,980,1
16,-295,976,1
25,-275,954,1
50,-287,985,1
22,-271,997,1
26,-283,999,1
-17,-290,1000,1
-24,-282,984,1
-59,-220,960,1
-43,-244,1022,1
-8,-251,1029,1
8,-272,969,1
-15,-271,955,1
6,-297,973,1
0,-350,1048,1
27,-318,1015,1
-20,-287,977,1
-25,-300,977,1
-38,-274,972,1
-27,-290,957,1
-55,-249,1002,1
32,-259,1047,1
13,-240,989,1
-10,-254,917,1
-32,-328,887,1
-63,-315,937,1
-13,-347,1019,1
27,-352,1051,1
76,-318,976,1
38,-296,971,1
-11,-254,1005,1
-51,-199,1073,1
-16,-205,1040,1
-60,-181,928,1
-66,-208,947,1
-90,-165,989,1
-30,-202,1072,1
26,-220,1091,1
93,-275,1035,1
66,-269,945,1
-11,-233,923,1
-81,-266,998,1
-79,-246,1055,1
-75,-206,1073,1
-65,-144,989,1
-45,-133,920,1
-106,-153,987,1
-71,-190,1041,1
-31,-263,1117,1
42,-245,994,1
-29,-230,965,1
-52,-216,967,1
-90,-149,1024,1
-50,-176,1023,1
-65,-143,1010,1
-36,-161,937,1
-88,-149,952,1
-61,-215,1021,1
-18,-267,1053,1
9,-283,1020,1
-2,-255,983,1
-11,-261,979,1
-74,-191,1008,1
-60,-189,1018,1
-91,-178,1055,1
-71,-140,1022,1
-69,-138,1012,1
-76,-161,983,1
-71,-186,991,1
-42,-201,1002,1
-27,-200,1009,1
-16,-195,974,1
-67,-164,975,1
-86,-184,1016,1
-67,-156,1020,1
-46,-132,986,1
-50,-160,1005,1
-33,-197,1024,1
-44,-201,1011,1
-55,-167,957,1
-79,-151,974,1
-97,-117,1011,1
-80,-103,1030,1
-75,-119,1021,1
-62,-128,994,1
-65,-142,1004,1
-61,-162,1010,1
-35,-204,1006,1
-39,-196,999,1
-28,-223,994,1
-46,-193,998,1
-40,-204,1002,1
-36,-190,949,1
-66,-179,937,1
-39,-202,988,1
-16,-229,1070,1
28,-260,1041,1
21,-257,988,1
14,-322,979,1
10,-306,987,1
51,-275,1014,1
22,-214,975,1
4,-207,968,1
-27,-195,1004,1
-46,-202,1040,1
-58,-180,1003,1
-74,-156,971,1
-58,-164,957,1
-64,-167,1011,1
11,-217,1046,1
38,-238,1028,1
35,-241,948,1
-10,-257,970,1
-1,-269,1019,1
-6,-229,1040,1
15,-209,995,1
-1,-180,924,1
-53,-168,946,1
-55,-172,998,1
-6,-204,1069,1
17,-201,1027,1
25,-225,978,1
-22,-206,1001,1
-40,-226,1017,1
-28,-210,1036,1
-10,-214,971,1
-19,-208,955,1
-28,-250,983,1
-25,-242,989,1
-71,-210,1049,1
-21,-214,1062,1
-13,-191,1068,1
30,-183,963,1
-9,-202,858,1
-60,-227,918,1
-86,-242,908,1
-140,-199,1024,1
-86,-121,1022,1
-92,-45,1058,1
-70,-32,1050,1
-59,-51,1047,1
-7,-163,982,1
-24,-183,931,1
-4,-199,953,1
-34,-123,934,1
-39,-140,1065,1
-27,-123,1119,1
-36,-145,1019,1
-123,-17,912,1
-188,-78,1032,1
-128,-128,1153,1
-24,-192,1130,1
36,-168,996,1
-14,-116,929,1
-38,-146,1012,1
-62,-156,1065,1
-38,-149,988,1
-92,-114,952,1
-101,-92,980,1
-99,-96,1044,1
-30,-159,1032,1
0,-198,1005,1
38,-219,994,1
40,-182,1018,1
78,-183,1083,1
56,-121,1007,1
26,-126,929,1
-55,-173,952,1
-66,-226,1018,1
-41,-197,1041,1
-16,-149,939,1
-2,-99,922,1
21,-174,980,1
20,-192,1077,1
29,-205,1012,1
-3,-162,974,1
11,-164,991,1
5,-124,1032,1
6,-110,1009,1
11,-78,951,1
-3,-115,976,1
18,-114,995,1
7,-139,1015,1
20,-162,983,1
74,-251,1119,1
169,-391,1244,1
266,-2,1311,1
233,118,1153,1
16,170,1015,1
-252,312,877,1
-207,285,674,1
-34,56,625,1
-262,25,704,1
-280,-131,814,1
-239,-127,945,1
-272,-44,1059,1
-323,-80,1040,1
-277,-132,1087,1
-179,-72,1128,1
-126,-113,1039,1
-144,-44,1027,1
-170,-14,1015,1
-159,-69,986,1
-158,-31,1078,1
-174,-17,1042,1
-211,-86,944,1
-211,-186,952,1
-182,-128,1072,1
-150,-109,1115,1
-91,-158,1091,1
-108,-128,964,1
-143,-206,998,1
-182,-212,1059,1
-167,-34,1117,1
-172,-25,1076,1
-208,97,934,1
-274,221,820,1
-344,210,783,1
-320,230,798,1
-274,307,902,1
-327,113,979,1
-294,-26,1022,1
-232,2,1057,1
-223,22,1014,1
-275,6,988,1
-283,-41,1012,1
-281,-1,1001,1
-255,-8,914,1
-252,-37,902,1
-235,-97,987,1
-226,-78,1043,1
-218,-109,1000,1
-236,-123,969,1
-231,-136,992,1
-238,-148,1036,1
-245,-263,979,1
-200,-217,920,1
-149,-154,904,1
-213,-31,996,1
-215,-114,1036,1
-209,-108,1009,1
-239,-142,915,1
-239,-192,903,1
-216,-205,1058,1
-154,-199,1029,1
-130,-182,1052,1
-116,-274,1054,1
-84,-235,1153,1
-70,-337,1123,1
-109,-276,1059,1
-84,-252,949,1
-97,-150,897,1
-111,-206,875,1
-170,-263,1065,1
-164,-326,1081,1
-174,-183,941,1
-256,-207,857,1
-293,-190,974,1
-206,-128,1006,1
-172,-40,932,1
-159,-70,809,1
-145,-22,881,1
-106,-146,954,1
-167,64,934,1
-193,-78,1009,1
-193,-144,1213,1
-118,-23,1319,1
-95,-308,1078,1
-119,-342,943,1
-111,-332,1111,1
-88,-312,1186,1
-73,-104,1084,1
-155,-219,997,1
-256,-41,1119,1
-176,-133,1173,1
-233,-183,1080,1
-261,-139,898,1
-204,-55,883,1
-110,-121,895,1
-24,-133,953,1
14,-37,967,1
-39,-89,956,1
-77,-135,922,1
-126,-123,919,1
-256,-74,958,1
-251,-136,1024,1
-186,-137,1029,1
-227,5,1047,1
-221,64,1038,1
-218,20,1015,1
-226,31,978,1
-263,72,969,1
-252,68,957,1
-284,93,953,1
-338,40,968,1
-334,78,967,1
-332,93,977,1
-311,170,971,1
-338,244,957,1
-377,325,921,1
-429,364,893,1
-442,427,897,1
-422,487,935,1
-385,441,952,1
-343,477,892,1
-359,444,861,1
-332,429,852,1
-352,403,833,1
-330,500,821,1
-336,484,822,1
-308,418,848,1
-317,366,828,1
-364,386,812,1
-376,367,833,1
-381,355,845,1
-365,309,841,1
-353,237,850,1
-315,233,864,1
-325,266,858,1
-320,265,833,1
-330,265,842,1
-333,354,875,1
-334,391,898,1
-330,356,893,1
-328,322,868,1
-339,342,860,1
-350,351,864,1
-359,351,869,1
-373,372,905,1
-369,386,962,1
-368,314,939,1
-395,254,871,1
-432,276,838,1
-440,351,857,1
-414,359,873,1
-406,321,856,1
-400,324,833,1
-383,359,849,1
-373,363,857,1
-363,366,850,1
-381,374,855,1
-362,355,865,1
-361,330,874,1
-341,344,899,1
-307,340,916,1
-272,299,917,1
-249,330,882,1
-245,351,861,1
-257,359,856,1
-263,423,855,1
-262,457,868,1
-272,459,872,1
-293,466,841,1
-324,482,802,1
-355,482,770,1
-359,488,787,1
-362,494,807,1
-371,458,820,1
-362,412,844,1
-356,478,847,1
-337,538,847,1
-337,502,789,1
-336,551,724,1
-349,690,685,1
-354,753,719,1
-320,432,836,1
-275,413,936,1
-259,367,847,1
-277,101,768,1
-358,-587,570,1
-260,-901,611,1
-203,-1058,678,1
-210,-918,612,1
-194,-820,561,1
-182,-821,416,1
-69,-891,359,1
-36,-911,328,1
-25,-907,320,1
-16,-929,312,1
6,-927,328,1
71,-979,400,1
95,-1007,448,1
67,-954,431,1
21,-982,426,1
55,-1029,461,1
186,-1128,525,1
126,-979,522,1
43,-848,488,1
40,-904,442,1
64,-928,358,1
67,-807,328,1
63,-818,318,1
22,-833,228,1
75,-971,140,1
136,-960,118,1
43,-903,163,1
-10,-894,272,1
-30,-846,385,1
34,-700,517,1
52,-772,667,1
75,-859,698,1
21,-785,710,1
-12,-774,766,1
5,-998,805,1
71,-1116,769,1
88,-1084,652,1
125,-961,539,1
209,-1037,574,1
330,-997,580,1
344,-827,568,1
89,-388,484,1
-264,-291,521,1
-394,-257,674,1
-266,-276,794,1
-144,-86,902,1
-67,-125,895,1
-106,-185,920,1
-276,-43,983,1
-455,-17,944,1
-557,-115,840,1
-466,-61,790,1
-932,26,921,1
-141,-351,1009,1
-60,-119,1114,1
-69,14,1219,1
-97,-147,1221,1
-55,-51,1087,1
-80,37,1034,1
-75,25,1124,1
-154,19,1125,1
