Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
11:58:21.652,,536,864,475
11:58:21.688,,601,469,512
11:58:21.712,>Bike,,,
11:58:21.725,,623,654,514
11:58:21.762,,654,799,613
11:58:21.799,,792,820,372
11:58:21.835,,793,627,196
11:58:21.872,,838,554,378
11:58:21.909,,597,1367,504
11:58:21.946,,401,237,302
11:58:21.982,,266,504,485
11:58:22.019,,242,832,727
11:58:22.056,,219,653,577
11:58:22.092,,299,1014,419
11:58:22.129,,351,751,715
11:58:22.166,,313,665,635
11:58:22.202,,302,739,657
11:58:22.320,,351,332,806
11:58:22.321,,351,332,806
11:58:22.321,,351,332,806
11:58:22.343,,290,87,218
11:58:22.378,,543,512,399
11:58:22.414,,780,907,745
11:58:22.451,,554,885,573
11:58:22.488,,317,885,402
11:58:22.525,,357,685,326
11:58:22.561,,497,990,344
11:58:22.598,,402,801,193
11:58:22.635,,487,800,209
11:58:22.671,,650,1044,339
11:58:22.708,,581,851,249
11:58:22.745,,606,947,317
11:58:22.782,,543,731,247
11:58:22.818,,512,789,102
11:58:22.855,,557,843,19
11:58:22.892,,601,948,323
11:58:22.928,,554,951,147
11:58:23.014,,517,762,343
11:58:23.015,,517,762,343
11:58:23.039,,467,790,191
11:58:23.075,,481,741,240
11:58:23.112,,527,824,94
11:58:23.149,,498,892,-11
11:58:23.186,,441,1116,50
11:58:23.222,,447,671,126
11:58:23.259,,469,849,148
11:58:23.296,,452,1115,12
11:58:23.332,,460,851,39
11:58:23.369,,462,826,51
11:58:23.406,,449,1027,-21
11:58:23.443,,512,1039,60
11:58:23.479,,504,743,81
11:58:23.516,,480,868,67
11:58:23.553,,508,897,31
11:58:23.590,,535,926,52
11:58:23.626,,507,1042,154
11:58:23.663,,466,947,183
11:58:23.753,,495,840,269
11:58:23.753,,495,840,269
11:58:23.773,,467,849,231
11:58:23.810,,516,837,266
11:58:23.847,,574,700,356
11:58:23.883,,469,853,292
11:58:23.920,,464,855,289
11:58:23.957,,479,693,383
11:58:23.993,,456,862,416
11:58:24.030,,462,770,364
11:58:24.067,,490,908,304
11:58:24.104,,531,923,394
11:58:24.140,,523,728,377
11:58:24.177,,520,683,363
11:58:24.214,,491,907,432
11:58:24.250,,468,747,268
11:58:24.287,,484,665,205
11:58:24.324,,509,981,296
11:58:24.361,,519,1029,486
11:58:24.446,,416,640,408
11:58:24.447,,416,640,408
11:58:24.471,,405,500,395
11:58:24.508,,505,523,58
11:58:24.544,,760,996,495
11:58:24.581,,425,693,792
11:58:24.618,,231,343,596
11:58:24.655,,338,1024,414
11:58:24.691,,484,716,565
11:58:24.728,,517,533,641
11:58:24.765,,579,811,430
11:58:24.802,,478,686,677
11:58:24.838,,344,762,760
11:58:24.875,,274,870,652
11:58:24.912,,429,615,613
11:58:24.949,,412,449,469
11:58:24.986,,490,768,493
11:58:25.022,,477,653,665
11:58:25.059,,552,535,662
11:58:25.096,,438,673,464
11:58:25.184,,524,596,556
11:58:25.185,,524,596,556
11:58:25.206,,532,784,481
11:58:25.243,,568,712,618
11:58:25.280,,537,442,505
11:58:25.317,,465,422,314
11:58:25.354,,432,898,319
11:58:25.390,,438,906,291
11:58:25.427,,409,1042,359
11:58:25.464,,354,891,25
11:58:25.501,,485,859,178
11:58:25.538,,351,1295,139
11:58:25.574,,421,1016,-21
11:58:25.611,,924,678,138
11:58:25.648,,726,744,181
11:58:25.685,,416,742,-140
11:58:25.722,,276,940,167
11:58:25.758,,361,745,-23
11:58:25.795,,637,1754,-363
