Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
10:13:47.349,,579,491,666
10:13:47.385,,526,447,622
10:13:47.408,>Bike,,,
10:13:47.421,,434,419,576
10:13:47.457,,488,744,486
10:13:47.494,,649,630,599
10:13:47.530,,713,663,535
10:13:47.565,,541,703,503
10:13:47.601,,623,874,429
10:13:47.636,,588,764,300
10:13:47.671,,493,800,247
10:13:47.706,,432,851,89
10:13:47.740,,358,940,125
10:13:47.774,,256,942,146
10:13:47.808,,185,1021,162
10:13:47.842,,197,1120,196
10:13:47.877,,68,872,122
10:13:47.911,,1,843,-20
10:13:47.945,,-175,941,-23
10:13:47.979,,130,868,244
10:13:48.013,,449,650,574
10:13:48.047,,553,72,-77
10:13:48.081,,558,1472,-199
10:13:48.114,,539,1927,-160
10:13:48.149,,426,1095,-456
10:13:48.184,,323,-15,276
10:13:48.219,,723,1234,482
10:13:48.254,,629,785,495
10:13:48.291,,628,662,797
10:13:48.327,,269,184,977
10:13:48.363,,105,102,680
10:13:48.399,,230,424,630
10:13:48.435,,480,704,552
10:13:48.472,,581,938,494
10:13:48.508,,442,261,881
10:13:48.544,,175,553,455
10:13:48.580,,319,668,582
10:13:48.616,,331,686,649
10:13:48.652,,331,775,598
10:13:48.687,,251,725,529
10:13:48.722,,318,871,470
10:13:48.757,,213,916,32
10:13:48.791,,599,1764,376
10:13:48.827,,466,631,266
10:13:48.862,,488,1041,210
10:13:48.898,,323,848,328
10:13:48.934,,421,72,497
10:13:48.970,,485,-268,405
10:13:49.007,,724,268,144
10:13:49.043,,1024,1187,469
10:13:49.079,,760,1706,-25
10:13:49.115,,680,-395,507
10:13:49.151,,729,-80,835
10:13:49.187,,988,959,342
10:13:49.224,,967,622,422
10:13:49.260,,729,248,602
10:13:49.296,,711,476,567
10:13:49.333,,721,422,483
10:13:49.369,,753,-104,519
10:13:49.405,,930,120,649
10:13:49.441,,854,-82,601
10:13:49.477,,601,-433,244
10:13:49.513,,779,-379,800
10:13:49.549,,944,-153,1377
10:13:49.585,,988,-440,712
10:13:49.621,,701,-81,928
10:13:49.657,,384,-371,398
10:13:49.693,,320,673,283
10:13:49.730,,381,324,641
10:13:49.766,,354,302,445
10:13:49.802,,385,706,433
10:13:49.838,,244,1347,685
10:13:49.873,,58,584,408
10:13:49.906,,-6,911,74
10:13:49.939,,107,1269,-222
10:13:49.973,,18,997,-16
10:13:50.009,,149,969,-291
10:13:50.045,,205,874,-232
10:13:50.080,,224,977,-255
10:13:50.117,,269,917,-446
10:13:50.153,,234,445,-482
10:13:50.189,,301,895,-573
10:13:50.225,,280,709,-672
10:13:50.261,,262,590,-815
10:13:50.298,,238,831,-694
10:13:50.334,,224,766,-697
10:13:50.369,,40,377,-669
10:13:50.405,,-99,671,-444
10:13:50.441,,-172,1069,-639
10:13:50.478,,-192,800,-472
10:13:50.513,,132,951,-468
10:13:50.546,,671,587,-292
10:13:50.580,,1168,1247,-214
10:13:50.613,,1415,580,-139
10:13:50.647,,685,960,15
10:13:50.680,,562,980,-71
10:13:50.714,,417,693,87
10:13:50.747,,462,458,-202
10:13:50.781,,489,402,65
10:13:50.814,,123,723,-45
10:13:50.848,,524,1174,-382
10:13:50.882,,609,824,-159
10:13:50.916,,499,534,-160
10:13:50.951,,376,1129,-363
10:13:50.986,,418,1091,-332
10:13:51.020,,469,706,21
10:13:51.054,,567,888,-55
10:13:51.087,,552,754,-245
10:13:51.121,,511,636,-97
10:13:51.155,,470,942,-157
10:13:51.189,,363,1141,-373
10:13:51.223,,329,791,-464
10:13:51.258,,430,202,43
10:13:51.293,,567,1013,-223
10:13:51.329,,472,891,6
10:13:51.364,,477,843,-215
10:13:51.400,,462,936,-471
10:13:51.436,,443,961,-399
10:13:51.470,,478,693,-263
10:13:51.505,,478,804,-232
10:13:51.539,,468,790,-339
10:13:51.573,,494,831,-194
10:13:51.608,,478,740,-110
10:13:51.641,,549,910,-55
10:13:51.675,,538,667,-50
10:13:51.709,,488,733,-92
10:13:51.743,,560,910,-41
10:13:51.776,,664,639,12
10:13:51.810,,511,645,-279
10:13:51.843,,624,907,-412
10:13:51.877,,426,944,-480
10:13:51.911,,336,759,-432
10:13:51.945,,404,879,-402
10:13:51.979,,492,1009,-9
10:13:52.012,,651,838,41
10:13:52.046,,720,491,79
10:13:52.080,,952,1313,194
10:13:52.114,,366,604,179
10:13:52.148,,408,428,195
10:13:52.183,,650,1104,283
10:13:52.218,,599,585,325
10:13:52.254,,547,895,462
10:13:52.290,,622,810,698
10:13:52.326,,493,587,733
10:13:52.362,,152,932,618
10:13:52.399,,62,446,735
10:13:52.435,,18,315,666
10:13:52.471,,60,865,159
10:13:52.508,,535,1002,442
10:13:52.544,,785,-264,763
10:13:52.580,,687,291,886
10:13:52.617,,437,859,697
10:13:52.653,,706,-61,828
10:13:52.689,,377,432,835
10:13:52.726,,290,681,485
10:13:52.762,,396,857,699
10:13:52.798,,713,53,779
10:13:52.835,,532,407,427
10:13:52.871,,564,384,684
10:13:52.907,,461,716,622
10:13:52.944,,195,1840,648
10:13:52.980,,608,-44,698
10:13:53.016,,321,513,631
10:13:53.053,,568,377,672
10:13:53.089,,584,340,679
10:13:53.125,,448,672,218
10:13:53.162,,502,766,628
10:13:53.198,,461,609,1132
10:13:53.234,,419,510,859
10:13:53.270,,360,232,842
10:13:53.307,,500,304,1034
10:13:53.343,,505,795,919
10:13:53.379,,286,682,693
10:13:53.415,,138,-5,562
10:13:53.452,,350,-34,950
10:13:53.488,,365,786,966
10:13:53.524,,343,535,455
10:13:53.561,,665,91,613
10:13:53.597,,610,874,814
10:13:53.633,,457,1422,687
10:13:53.669,,323,317,746
10:13:53.706,,107,-59,906
10:13:53.742,,260,706,963
10:13:53.778,,411,718,665
10:13:53.814,,421,293,766
10:13:53.851,,472,223,953
