Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
19:56:52.368,,-529,825,27
19:56:52.405,,-547,813,3
19:56:52.428,>bike,,,
19:56:52.442,,-546,784,-2
19:56:52.479,,-576,761,6
19:56:52.516,,-590,763,-55
19:56:52.553,,-621,780,-78
19:56:52.590,,-619,753,-118
19:56:52.627,,-627,743,-166
19:56:52.664,,-636,756,-200
19:56:52.701,,-614,762,-204
19:56:52.738,,-587,765,-219
19:56:52.775,,-584,812,-193
19:56:52.812,,-553,781,-191
19:56:52.849,,-539,788,-131
19:56:52.886,,-518,828,-152
19:56:52.923,,-527,777,-179
19:56:52.960,,-488,825,-129
19:56:52.997,,-501,801,-175
19:56:53.034,,-479,770,-188
19:56:53.071,,-466,821,-157
19:56:53.108,,-450,847,-133
19:56:53.145,,-479,782,-177
19:56:53.182,,-456,859,-165
19:56:53.219,,-459,842,-134
19:56:53.256,,-451,873,-113
19:56:53.293,,-450,857,-107
19:56:53.330,,-447,895,-84
19:56:53.367,,-447,821,-63
19:56:53.404,,-414,834,-114
19:56:53.441,,-474,922,-166
19:56:53.478,,-414,982,-174
19:56:53.515,,-402,930,-158
19:56:53.552,,-380,848,-110
19:56:53.589,,-336,921,-64
19:56:53.626,,-285,925,-102
19:56:53.663,,-216,981,-11
19:56:53.700,,-150,958,54
19:56:53.737,,-117,881,98
19:56:53.774,,-82,827,242
19:56:53.811,,-41,781,359
19:56:53.848,,17,774,478
19:56:53.885,,71,909,554
19:56:53.922,,81,965,519
19:56:53.959,,111,1045,485
19:56:53.996,,150,1067,500
19:56:54.033,,142,992,473
19:56:54.070,,139,867,451
19:56:54.107,,298,1026,479
19:56:54.144,,310,879,455
19:56:54.181,,362,774,440
19:56:54.218,,392,752,386
19:56:54.255,,414,718,383
19:56:54.293,,446,750,384
19:56:54.330,,472,745,412
19:56:54.367,,491,739,420
19:56:54.404,,499,693,419
19:56:54.441,,498,682,438
19:56:54.478,,483,704,435
19:56:54.515,,470,723,453
19:56:54.552,,459,746,471
19:56:54.589,,448,735,483
19:56:54.626,,442,727,483
19:56:54.663,,434,713,480
19:56:54.700,,418,718,483
19:56:54.737,,430,743,508
19:56:54.774,,443,744,518
19:56:54.811,,451,751,507
19:56:54.848,,435,711,506
19:56:54.885,,417,697,498
19:56:54.922,,406,719,506
19:56:54.959,,418,762,527
19:56:54.996,,436,785,520
19:56:55.033,,436,763,496
19:56:55.070,,414,745,516
19:56:55.107,,411,715,511
19:56:55.144,,404,736,506
19:56:55.181,,389,732,507
19:56:55.218,,386,707,505
19:56:55.255,,382,689,500
19:56:55.292,,378,714,495
19:56:55.329,,406,756,500
19:56:55.366,,463,746,550
19:56:55.403,,517,715,548
19:56:55.440,,532,679,514
19:56:55.477,,511,693,473
19:56:55.514,,481,690,457
19:56:55.551,,445,683,464
19:56:55.588,,436,732,502
19:56:55.625,,457,745,553
19:56:55.662,,449,701,547
19:56:55.699,,428,683,511
19:56:55.736,,406,688,506
19:56:55.773,,385,693,517
19:56:55.810,,398,727,541
19:56:55.847,,407,729,557
19:56:55.884,,443,742,557
19:56:55.921,,469,710,528
19:56:55.958,,475,691,496
19:56:55.995,,478,718,472
19:56:56.032,,452,713,475
