Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
10:00:09.637,,492,669,478
10:00:09.674,,487,657,526
10:00:09.697,>Bike,,,
10:00:09.711,,501,673,568
10:00:09.748,,501,666,560
10:00:09.785,,498,663,532
10:00:09.822,,497,659,545
10:00:09.858,,503,657,548
10:00:09.895,,502,648,537
10:00:09.932,,500,660,550
10:00:09.969,,495,650,556
10:00:10.006,,500,612,556
10:00:10.043,,488,631,550
10:00:10.080,,525,624,571
10:00:10.117,,526,717,594
10:00:10.154,,453,655,538
10:00:10.191,,465,620,473
10:00:10.313,,499,670,502
10:00:10.313,,499,670,502
10:00:10.313,,499,670,502
10:00:10.338,,492,720,438
10:00:10.375,,477,823,435
10:00:10.412,,509,854,464
10:00:10.449,,640,808,598
10:00:10.486,,555,597,648
10:00:10.523,,659,604,614
10:00:10.560,,536,655,716
10:00:10.596,,425,694,582
10:00:10.633,,227,446,321
10:00:10.670,,603,-151,376
10:00:10.707,,593,-14,1183
10:00:10.744,,317,-60,742
10:00:10.781,,348,1298,743
10:00:10.818,,342,400,836
10:00:10.855,,543,-180,729
10:00:10.892,,563,101,758
10:00:10.929,,538,909,945
10:00:11.015,,383,399,725
10:00:11.016,,383,399,725
10:00:11.039,,439,492,760
10:00:11.076,,485,263,927
10:00:11.113,,529,375,1131
10:00:11.150,,496,236,701
10:00:11.187,,487,686,603
10:00:11.224,,418,862,648
10:00:11.261,,418,660,728
10:00:11.298,,470,370,739
10:00:11.335,,418,433,739
10:00:11.371,,469,510,630
10:00:11.408,,619,296,664
10:00:11.445,,527,417,760
10:00:11.482,,403,248,916
10:00:11.519,,339,432,721
10:00:11.556,,374,463,681
10:00:11.593,,463,501,558
10:00:11.630,,584,1308,655
10:00:11.720,,433,313,608
10:00:11.721,,433,313,608
10:00:11.741,,492,-111,792
10:00:11.777,,644,456,749
10:00:11.814,,508,559,657
10:00:11.851,,446,665,748
10:00:11.888,,300,736,740
10:00:11.925,,436,127,653
10:00:11.962,,531,421,566
10:00:11.999,,532,817,533
10:00:12.036,,480,476,457
10:00:12.073,,492,772,254
10:00:12.110,,468,1098,214
10:00:12.146,,506,634,258
10:00:12.183,,697,910,241
10:00:12.220,,476,935,197
10:00:12.257,,370,848,-114
10:00:12.294,,491,758,95
10:00:12.331,,578,871,-53
10:00:12.368,,547,868,-44
10:00:12.454,,530,904,178
10:00:12.454,,530,904,178
10:00:12.478,,410,881,-140
10:00:12.515,,496,1231,-366
10:00:12.552,,515,735,317
10:00:12.589,,390,378,452
10:00:12.626,,478,562,813
10:00:12.663,,468,838,609
10:00:12.700,,432,819,306
10:00:12.737,,467,856,419
10:00:12.774,,572,617,479
10:00:12.810,,551,412,614
10:00:12.847,,576,525,713
10:00:12.884,,572,597,668
10:00:12.921,,449,562,261
10:00:12.958,,503,498,409
10:00:12.995,,458,406,716
10:00:13.032,,361,575,673
10:00:13.069,,530,959,469
10:00:13.157,,608,414,446
10:00:13.157,,608,414,446
10:00:13.179,,586,290,682
10:00:13.216,,548,547,686
10:00:13.253,,632,946,737
10:00:13.290,,576,894,573
10:00:13.327,,634,437,576
10:00:13.364,,453,605,671
10:00:13.401,,481,233,430
10:00:13.438,,520,684,401
10:00:13.475,,402,862,206
10:00:13.512,,800,646,285
10:00:13.548,,762,454,417
10:00:13.585,,612,875,305
10:00:13.622,,448,1214,100
10:00:13.659,,357,1384,-33
10:00:13.696,,172,499,-56
10:00:13.733,,516,713,307
10:00:13.770,,678,533,494
10:00:13.807,,665,741,280
10:00:13.895,,531,912,115
10:00:13.896,,531,912,115
10:00:13.917,,376,788,70
10:00:13.954,,480,775,-177
10:00:13.991,,515,842,102
10:00:14.028,,534,851,317
10:00:14.065,,556,980,105
10:00:14.102,,476,844,-59
10:00:14.139,,478,752,50
10:00:14.176,,506,705,55
10:00:14.212,,636,824,134
10:00:14.249,,565,680,101
10:00:14.286,,540,862,261
10:00:14.323,,596,827,202
10:00:14.360,,617,933,24
10:00:14.397,,514,791,203
10:00:14.434,,525,422,272
10:00:14.471,,613,856,-198
10:00:14.508,,562,1021,-210
10:00:14.544,,590,595,-41
10:00:14.631,,596,766,-159
10:00:14.631,,596,766,-159
10:00:14.655,,696,920,-72
10:00:14.692,,629,608,101
10:00:14.729,,497,764,-281
10:00:14.766,,608,923,-295
10:00:14.802,,721,495,157
10:00:14.839,,498,932,142
10:00:14.876,,326,731,-325
