Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
18:39:15.365,,-541,791,-207
18:39:15.402,,-575,840,-218
18:39:15.426,>bike,,,
18:39:15.439,,-565,846,-224
18:39:15.476,,-541,828,-211
18:39:15.513,,-534,806,-166
18:39:15.550,,-513,793,-106
18:39:15.587,,-510,755,-99
18:39:15.624,,-518,693,-104
18:39:15.661,,-494,723,-109
18:39:15.698,,-517,730,-147
18:39:15.735,,-559,775,-195
18:39:15.772,,-514,789,-177
18:39:15.809,,-551,742,-167
18:39:15.847,,-610,901,-227
18:39:15.884,,-562,857,-181
18:39:15.921,,-538,763,-266
18:39:15.958,,-590,837,-271
18:39:15.995,,-575,788,-395
18:39:16.032,,-502,714,-495
18:39:16.069,,-519,849,-420
18:39:16.106,,-522,544,-492
18:39:16.143,,-547,627,-494
18:39:16.180,,-552,594,-551
18:39:16.217,,-548,577,-516
18:39:16.254,,-554,602,-495
18:39:16.291,,-582,571,-465
18:39:16.328,,-575,552,-535
18:39:16.365,,-586,619,-512
18:39:16.402,,-558,581,-547
18:39:16.439,,-584,622,-530
18:39:16.476,,-558,671,-577
18:39:16.513,,-561,616,-568
18:39:16.550,,-554,628,-552
18:39:16.587,,-546,558,-571
18:39:16.624,,-550,596,-546
18:39:16.661,,-576,629,-588
18:39:16.698,,-591,542,-537
18:39:16.735,,-550,548,-515
18:39:16.772,,-557,655,-515
18:39:16.809,,-533,632,-490
18:39:16.846,,-521,752,-484
18:39:16.883,,-510,728,-470
18:39:16.920,,-528,755,-486
18:39:16.957,,-539,760,-410
18:39:16.994,,-515,653,-412
18:39:17.031,,-508,594,-446
18:39:17.068,,-530,612,-421
18:39:17.105,,-524,709,-440
18:39:17.142,,-542,739,-378
18:39:17.179,,-520,771,-432
18:39:17.216,,-515,746,-440
18:39:17.253,,-498,779,-361
18:39:17.290,,-479,810,-439
18:39:17.327,,-465,765,-420
18:39:17.364,,-457,796,-344
18:39:17.401,,-452,822,-458
18:39:17.438,,-468,853,-314
18:39:17.475,,-416,951,-317
18:39:17.512,,-469,748,-204
18:39:17.549,,-462,759,-140
18:39:17.586,,-454,687,-191
18:39:17.623,,-390,864,-157
18:39:17.660,,-347,898,-158
18:39:17.697,,-344,886,-151
18:39:17.734,,-372,1085,-166
18:39:17.771,,-404,860,-128
18:39:17.808,,-334,927,-191
18:39:17.845,,-429,742,-79
18:39:17.882,,-430,926,-42
18:39:17.919,,-443,865,-92
18:39:17.956,,-448,904,-56
18:39:17.993,,-454,885,-63
18:39:18.030,,-428,864,-86
18:39:18.067,,-428,907,-95
18:39:18.104,,-427,836,-91
18:39:18.141,,-424,892,-89
18:39:18.178,,-448,879,-72
18:39:18.215,,-420,842,-117
18:39:18.252,,-454,885,-80
18:39:18.289,,-426,866,-20
18:39:18.326,,-432,922,22
18:39:18.363,,-432,877,0
18:39:18.400,,-410,912,40
18:39:18.437,,-405,895,67
18:39:18.474,,-388,947,48
18:39:18.511,,-399,896,27
18:39:18.548,,-387,908,55
18:39:18.585,,-408,883,23
18:39:18.622,,-403,881,33
18:39:18.659,,-430,888,6
18:39:18.696,,-448,832,-42
18:39:18.733,,-453,934,-39
18:39:18.770,,-458,824,-40
18:39:18.807,,-454,894,-25
18:39:18.844,,-435,852,0
18:39:18.881,,-412,902,21
18:39:18.918,,-416,924,34
18:39:18.955,,-429,865,2
18:39:18.992,,-419,874,14
18:39:19.029,,-406,873,26
18:39:19.066,,-394,908,-3
18:39:19.103,,-391,942,7
18:39:19.140,,-408,924,26
18:39:19.177,,-410,917,53
18:39:19.214,,-392,956,33
18:39:19.251,,-444,822,56
18:39:19.288,,-410,897,7
18:39:19.325,,-419,850,14
18:39:19.362,,-430,845,47
18:39:19.399,,-414,908,7
18:39:19.436,,-450,890,-3
18:39:19.473,,-435,901,21
18:39:19.510,,-429,858,58
18:39:19.547,,-432,814,10
18:39:19.584,,-433,851,-1
18:39:19.621,,-440,917,7
18:39:19.658,,-433,891,-15
18:39:19.695,,-449,883,1
18:39:19.732,,-430,898,20
18:39:19.769,,-422,868,-10
18:39:19.806,,-410,880,-44
18:39:19.843,,-418,882,-35
18:39:19.880,,-417,854,-62
18:39:19.917,,-424,948,-58
18:39:19.954,,-439,878,-37
18:39:19.992,,-427,865,-12
18:39:20.028,,-405,879,-26
18:39:20.065,,-379,845,-28
18:39:20.102,,-333,825,-10
18:39:20.139,,-261,769,29
18:39:20.177,,-206,751,62
18:39:20.214,,-118,788,139
18:39:20.251,,-90,819,227
18:39:20.288,,-6,1133,313
18:39:20.325,,-16,929,336
18:39:20.362,,174,790,579
18:39:20.399,,276,622,746
18:39:20.436,,289,699,799
18:39:20.473,,321,807,769
18:39:20.510,,306,888,685
18:39:20.547,,378,801,665
18:39:20.584,,429,612,714
18:39:20.621,,482,643,758
18:39:20.658,,523,552,658
18:39:20.695,,598,383,635
18:39:20.732,,631,370,673
18:39:20.769,,673,351,703
18:39:20.806,,630,524,576
18:39:20.843,,687,436,578
18:39:20.880,,727,422,525
18:39:20.917,,727,433,459
18:39:20.954,,790,477,423
18:39:20.991,,810,452,361
