AccX [mg],AccY,AccZ,Ground Truth
836,570,111,0
959,482,73,0
997,404,1,0
992,387,4,0
956,387,29,0
909,451,73,0
792,451,150,0
661,388,182,0
631,374,149,0
680,347,108,0
747,435,121,0
794,527,189,0
701,559,245,0
703,547,294,0
1077,570,166,0
1077,570,166,0
1077,570,166,0
1464,677,82,0
1388,577,15,0
989,522,21,0
644,485,31,0
657,443,-18,0
772,430,-59,0
830,464,-73,0
856,510,-114,0
878,497,-124,0
882,508,-161,0
829,565,-138,0
800,641,-120,0
774,703,-71,0
744,642,-62,0
695,598,-26,0
653,551,55,0
647,520,121,0
964,418,39,0
964,418,39,0
1001,477,55,0
865,575,289,0
901,640,308,0
960,536,180,0
969,364,61,0
865,433,116,0
798,442,98,0
789,446,37,0
763,427,-5,0
725,380,-53,0
689,403,-8,0
647,357,52,0
660,397,70,0
789,433,109,0
869,368,88,0
983,425,105,0
1172,558,137,0
1236,582,165,0
939,591,163,0
939,591,163,0
857,541,60,0
817,561,40,0
790,547,-3,0
773,517,-48,0
793,534,-56,0
834,537,-78,0
912,508,-143,0
986,474,-28,0
1115,451,-109,0
1224,387,-136,0
1150,380,-143,0
1033,361,-85,0
1125,318,-87,0
1005,285,-86,0
599,331,112,0
546,484,287,0
755,381,174,0
776,324,292,0
776,324,292,0
689,337,218,0
649,395,202,0
673,438,178,0
698,561,183,0
672,698,235,0
618,713,229,0
658,723,290,0
888,694,217,0
996,659,92,0
1136,886,83,0
943,860,150,0
824,731,58,0
782,690,16,0
800,596,-35,0
716,534,-49,0
608,571,-21,0
586,584,35,0
658,606,-19,0
694,528,115,0
694,528,115,0
700,565,64,0
726,542,23,0
749,588,5,0
718,604,64,0
971,575,94,0
1351,537,28,0
1042,492,247,0
1032,440,285,0
1103,294,48,0
877,300,57,0
749,446,116,0
656,356,16,0
577,458,52,0
558,375,30,0
583,420,81,0
640,477,109,0
709,494,212,0
873,467,221,0
1224,577,141,0
1224,577,141,0
1350,691,147,0
1048,628,174,0
829,474,170,0
739,535,150,0
866,571,87,0
949,538,41,0
909,454,32,0
915,445,65,0
957,394,78,0
977,380,80,0
931,310,91,0
906,344,56,0
880,405,33,0
821,459,45,0
760,498,53,0
698,495,85,0
703,475,168,0
896,446,145,0
858,467,275,0
858,467,275,0
836,491,361,0
923,412,312,0
969,313,254,0
966,383,267,0
884,359,200,0
787,370,180,0
764,361,183,0
757,347,162,0
768,370,177,0
764,381,212,0
746,403,242,0
789,416,293,0
800,407,296,0
789,360,233,0
1135,445,220,0
1153,577,174,0
1069,484,138,0
870,470,170,0
995,455,44,0
995,455,44,0
995,455,44,0
1064,399,8,0
971,341,4,0
915,377,32,0
893,380,2,0
884,432,18,0
866,400,-54,0
802,525,-16,0
739,565,-31,0
674,553,0,0
852,642,30,0
806,643,97,0
726,689,290,0
866,579,254,0
905,440,225,0
822,387,192,0
759,453,117,0
682,516,115,0
611,531,138,0
637,558,151,0
702,571,201,0
786,566,183,0
816,559,204,0
756,494,223,0
727,496,187,0
738,495,208,0
789,550,218,0
892,498,163,0
988,531,157,0
821,500,110,0
773,490,87,0
778,539,56,0
795,594,-11,0
788,658,-8,0
813,627,-42,0
926,645,27,0
901,545,25,0
819,514,66,0
817,569,90,0
830,495,42,0
789,519,83,0
771,506,100,0
799,503,72,0
853,540,98,0
914,494,52,0
968,507,16,0
847,535,39,0
820,544,74,0
892,524,125,0
872,438,131,0
800,398,101,0
787,420,55,0
787,446,63,0
792,458,60,0
762,524,111,0
717,597,106,0
728,528,139,0
721,563,118,0
680,606,102,0
707,613,71,0
769,646,54,0
781,610,14,0
840,582,-18,0
870,585,-7,0
829,628,9,0
842,539,-36,0
861,475,-66,0
828,462,-103,0
814,451,-104,0
836,503,-115,0
821,538,-114,0
802,532,-111,0
773,524,-108,0
758,525,-103,0
811,556,-110,0
831,592,-96,0
814,559,-74,0
806,569,-23,0
809,555,9,0
894,479,13,0
980,460,41,0
1021,409,69,0
970,349,64,0
916,337,90,0
915,411,109,0
899,423,99,0
920,298,86,0
901,313,98,0
820,277,84,0
832,304,60,0
797,350,84,0
770,407,89,0
761,424,130,0
785,403,160,0
792,400,163,0
816,383,181,0
987,431,166,0
971,427,92,0
860,406,59,0
944,444,43,0
977,442,0,0
1011,447,-18,0
988,423,-24,0
913,411,24,0
894,422,35,0
909,379,2,0
916,373,17,0
921,385,42,0
935,377,42,0
926,367,65,0
890,341,63,0
935,376,41,0
991,409,38,0
938,430,83,0
923,423,123,0
918,415,128,0
903,368,124,0
906,300,110,0
892,288,140,0
860,324,135,0
859,356,154,0
874,337,158,0
854,316,155,0
854,321,168,0
846,313,173,0
834,315,170,0
814,342,204,0
767,384,273,0
777,401,329,0
837,408,285,0
845,469,239,0
900,482,185,0
936,520,107,0
800,514,55,0
838,484,2,0
899,503,-20,0
982,476,-62,0
995,453,-60,0
965,438,-41,0
893,441,-12,0
859,415,14,0
871,406,50,0
889,412,39,0
879,444,73,0
866,459,105,0
902,434,100,0
1020,380,81,0
1023,375,192,0
1007,417,451,0
1081,439,389,0
957,334,263,0
795,258,205,0
810,327,208,0
887,392,181,0
857,411,116,0
800,422,155,0
781,387,144,0
788,363,126,0
766,377,138,0
735,374,157,0
738,380,187,0
751,395,227,0
743,415,250,0
767,393,283,0
806,387,262,0
825,404,320,0
815,370,337,0
1043,389,311,0
1003,451,261,0
853,413,191,0
957,434,162,0
1063,503,96,0
1052,448,46,0
935,469,60,0
913,454,15,0
921,480,32,0
884,432,35,0
844,392,98,0
848,431,83,0
833,421,105,0
829,431,138,0
841,422,156,0
829,415,175,0
810,426,174,0
811,427,187,0
840,406,224,0
1005,387,185,0
963,429,204,0
899,445,291,0
1042,441,362,0
993,319,230,0
841,285,183,0
836,309,153,0
897,307,63,0
883,333,94,0
800,423,156,0
761,393,143,0
765,296,123,0
786,366,149,0
771,416,166,0
778,358,189,0
762,369,273,0
773,380,285,0
830,353,281,0
956,475,266,0
1136,457,207,0
875,463,176,0
1017,496,115,0
1109,470,45,0
945,456,6,0
769,456,46,0
803,469,32,0
898,435,-29,0
910,395,-17,0
863,413,-12,0
816,385,-11,0
790,432,-25,0
840,463,-11,0
879,424,25,0
908,420,29,0
958,450,57,0
959,442,85,0
981,414,86,0
1069,396,26,0
1031,415,68,0
995,494,177,0
941,428,226,0
810,300,159,0
734,353,173,0
773,373,179,0
842,383,162,0
844,378,181,0
806,341,172,0
