AccX [mg],AccY,AccZ,Ground Truth
1043,163,168,0
1022,247,193,0
925,320,243,0
881,352,197,0
906,397,191,0
901,393,169,0
887,415,157,0
832,496,139,0
763,583,155,0
866,592,139,0
895,539,100,0
1191,567,34,0
1424,656,-73,0
780,590,96,0
704,517,136,0
1017,595,-106,0
1123,614,-94,0
941,450,17,0
912,430,75,0
1012,544,53,0
1046,550,32,0
992,605,95,0
883,557,160,0
782,488,154,0
681,432,144,0
607,341,158,0
618,332,195,0
901,363,113,0
782,343,126,0
645,370,330,0
872,368,392,0
1152,329,251,0
1162,129,182,0
1021,94,55,0
1013,283,127,0
956,399,97,0
884,449,113,0
902,556,206,0
828,697,395,0
814,670,447,0
950,526,323,0
1033,413,215,0
1026,356,191,0
1595,505,-32,0
890,581,59,0
566,497,200,0
648,465,6,0
1071,536,-326,0
1196,562,-296,0
1155,513,-159,0
1149,435,33,0
1163,228,130,0
1107,95,256,0
938,269,325,0
760,387,312,0
648,378,244,0
567,345,209,0
586,405,266,0
577,263,154,0
835,206,-92,0
810,386,-52,0
731,456,152,0
1120,445,246,0
1493,463,174,0
1180,232,128,0
906,365,271,0
898,308,288,0
911,234,250,0
883,213,290,0
778,261,355,0
730,346,385,0
817,393,325,0
1001,444,225,0
1083,431,120,0
1487,466,77,0
1283,492,109,0
804,425,144,0
692,397,114,0
921,468,-28,0
1138,509,-16,0
1056,501,58,0
1085,796,-33,0
1232,508,-103,0
1167,191,48,0
967,107,210,0
743,83,306,0
626,97,297,0
592,91,305,0
663,72,343,0
836,76,249,0
969,158,175,0
791,215,372,0
881,229,306,0
1219,271,166,0
1262,266,107,0
1127,185,20,0
1096,267,115,0
1012,376,142,0
892,426,152,0
859,460,153,0
840,540,150,0
810,540,187,0
811,451,215,0
951,397,167,0
1108,433,106,0
1602,568,14,0
903,494,59,0
640,354,129,0
940,363,-35,0
1235,520,-129,0
1057,383,-38,0
903,311,-5,0
917,360,4,0
958,377,-8,0
990,338,-68,0
903,394,-8,0
803,447,-7,0
657,418,-61,0
678,473,-81,0
778,498,-77,0
1160,447,-60,0
1093,457,227,0
819,554,938,0
1082,38,453,0
1139,15,282,0
1027,373,334,0
864,528,341,0
697,463,220,0
625,353,67,0
602,364,-25,0
614,391,-94,0
448,960,11,0
376,1367,91,0
561,722,174,0
852,120,327,0
936,350,380,0
1171,644,149,0
794,1294,-26,0
483,1060,-97,0
551,701,118,0
1178,291,329,0
1549,87,336,0
1195,-438,636,0
1003,-354,686,0
953,177,560,0
721,521,366,0
514,734,232,0
392,809,81,0
371,578,-40,0
410,476,-110,0
486,403,-182,0
769,383,-188,0
1115,289,-379,0
1022,489,-255,0
1070,824,58,0
1180,361,-364,0
980,408,-395,0
880,580,-23,0
843,679,-71,0
797,621,-135,0
751,690,-121,0
759,781,-147,0
754,692,-154,0
687,693,-34,0
695,532,-59,0
837,493,-43,0
861,600,-51,0
1412,762,-7,0
1286,699,-49,0
574,530,81,0
893,535,40,0
1380,624,-132,0
1252,568,-125,0
1067,374,5,0
1056,338,80,0
1073,355,71,0
956,494,162,0
776,481,201,0
622,412,217,0
482,366,263,0
443,372,256,0
442,375,199,0
527,339,183,0
895,390,77,0
885,397,164,0
805,504,389,0
1034,481,335,0
1329,333,94,0
1217,126,41,0
1061,227,175,0
1016,377,152,0
943,437,80,0
900,471,81,0
851,554,128,0
815,554,175,0
764,539,219,0
910,532,199,0
995,519,93,0
1216,558,13,0
1418,615,18,0
878,592,200,0
721,470,223,0
967,472,32,0
1218,513,-38,0
1079,444,46,0
1020,424,91,0
1036,417,116,0
985,375,71,0
872,386,73,0
720,374,150,0
635,344,151,0
614,313,157,0
606,277,159,0
714,279,130,0
1044,332,94,0
1006,361,229,0
1031,406,442,0
1149,351,395,0
1205,232,197,0
1153,137,140,0
1040,235,138,0
941,365,92,0
890,441,78,0
800,429,59,0
754,433,59,0
744,481,90,0
748,471,148,0
682,436,206,0
834,443,160,0
927,444,96,0
984,452,100,0
1356,603,84,0
845,528,103,0
649,415,151,0
933,438,-38,0
1335,553,-117,0
1095,438,4,0
983,395,81,0
1002,498,112,0
1033,830,-116,0
964,1091,-175,0
857,907,-148,0
595,732,-82,0
347,650,-48,0
277,502,-76,0
306,453,-29,0
370,478,103,0
771,376,-103,0
683,327,284,0
987,288,256,0
1284,336,25,0
1259,221,30,0
1074,278,110,0
1112,443,189,0
1087,554,212,0
1068,278,193,0
1199,318,179,0
1098,815,-255,0
735,1146,-336,0
777,825,-170,0
938,673,-233,0
1427,727,-374,0
1049,471,-267,0
790,455,-181,0
896,563,-336,0
1183,575,-460,0
1169,496,-380,0
1143,425,-364,0
1118,535,-363,0
1141,699,-310,0
1090,712,-237,0
1008,656,-130,0
920,446,11,0
834,314,142,0
764,244,166,0
842,9,171,0
866,242,171,0
800,519,494,0
893,323,570,0
