AccX [mg],AccY,AccZ,Ground Truth
984,549,-53,0
719,540,-11,0
782,577,-109,0
896,645,-288,0
846,724,-355,0
782,620,-294,0
830,538,-245,0
911,538,-171,0
963,478,-96,0
991,351,-15,0
955,333,-4,0
900,370,48,0
844,355,80,0
906,283,60,0
1137,444,46,0
787,543,206,0
601,564,382,0
757,450,216,0
987,300,-76,0
1085,290,-27,0
974,403,66,0
820,483,101,0
811,489,84,0
833,497,5,0
828,474,-5,0
793,480,13,0
746,478,57,0
740,497,50,0
837,505,43,0
851,529,17,0
885,546,98,0
982,533,78,0
1187,583,-50,0
1290,588,-77,0
817,470,3,0
655,443,0,0
883,516,-125,0
1038,542,-120,0
984,387,-167,0
948,366,-110,0
929,388,-83,0
896,402,-32,0
851,420,33,0
767,390,63,0
702,338,51,0
686,300,50,0
728,335,98,0
774,398,163,0
1112,461,80,0
1431,573,55,0
1125,588,182,0
963,556,188,0
949,480,25,0
941,378,10,0
898,382,13,0
802,476,-43,0
767,515,-52,0
734,435,-46,0
674,432,-43,0
632,503,37,0
644,527,86,0
724,593,137,0
782,572,169,0
864,508,143,0
895,450,106,0
856,441,86,0
1133,550,61,0
1235,616,-1,0
945,480,-58,0
782,422,-36,0
839,469,-46,0
980,489,-82,0
1049,469,-126,0
967,479,-113,0
853,476,-108,0
753,501,-128,0
682,664,-312,0
676,630,-431,0
759,921,-358,0
880,540,-316,0
866,-61,-86,0
1002,119,-65,0
1283,567,148,0
1420,572,889,0
1061,-157,651,0
885,-147,265,0
906,80,42,0
1014,417,14,0
1066,474,-21,0
971,538,-115,0
864,537,-178,0
789,423,-204,0
766,362,-175,0
799,385,-102,0
802,434,-32,0
773,532,73,0
821,632,144,0
885,638,141,0
1266,-405,631,0
1708,-243,626,0
1015,979,329,0
1069,406,171,0
892,196,23,0
846,405,-154,0
1002,526,-103,0
857,468,-390,0
658,492,-554,0
669,561,-680,0
739,580,-388,0
690,493,-328,0
664,471,-330,0
643,514,-243,0
619,439,-198,0
614,345,-206,0
648,266,-158,0
805,203,-74,0
1213,386,-21,0
1360,625,87,0
1091,641,245,0
961,487,393,0
991,207,294,0
1124,191,260,0
1096,310,133,0
926,578,1,0
766,636,-25,0
705,537,-42,0
650,466,-32,0
607,439,-27,0
592,484,4,0
617,515,50,0
708,538,85,0
879,521,45,0
892,429,-8,0
1071,475,17,0
1169,584,24,0
1034,595,23,0
875,567,31,0
810,560,42,0
954,538,-11,0
1097,543,-41,0
1029,485,-8,0
934,360,25,0
922,333,5,0
942,363,10,0
925,379,6,0
856,390,-11,0
798,379,-16,0
739,342,-24,0
691,290,-32,0
653,305,23,0
771,354,62,0
1080,459,22,0
1216,487,-7,0
1056,569,140,0
1046,649,301,0
998,443,40,0
973,278,13,0
955,329,43,0
876,476,17,0
756,495,26,0
652,511,98,0
619,379,68,0
570,475,18,0
609,481,53,0
834,522,55,0
941,549,6,0
1003,568,0,0
1340,708,33,0
1145,625,6,0
849,564,-14,0
1037,546,-66,0
912,439,-39,0
861,432,34,0
935,397,-4,0
1009,309,-85,0
1013,284,-99,0
947,307,-77,0
884,316,-79,0
848,398,-105,0
797,502,-56,0
661,648,-289,0
783,653,-429,0
986,268,138,0
1221,-806,672,0
1210,-655,608,0
1124,156,278,0
970,618,30,0
751,875,-12,0
591,878,79,0
557,568,-79,0
574,563,-176,0
549,506,-355,0
496,416,-405,0
466,300,-415,0
560,110,-396,0
687,136,-220,0
1235,580,185,0
1349,726,69,0
1420,705,177,0
1423,-732,668,0
1042,1713,316,0
830,661,-41,0
1023,352,145,0
1095,-28,213,0
890,210,272,0
794,553,182,0
842,500,173,0
886,450,58,0
890,395,28,0
843,354,69,0
825,325,84,0
820,247,41,0
796,210,-131,0
801,362,-246,0
978,798,-241,0
1063,959,-259,0
938,431,27,0
859,-121,658,0
1302,-296,1198,0
1509,-205,601,0
900,146,259,0
689,400,1,0
621,654,93,0
557,449,0,0
547,339,-36,0
555,344,-86,0
515,383,-88,0
628,414,-6,0
880,491,17,0
1025,471,-123,0
1250,512,-78,0
1440,708,83,0
944,589,101,0
766,491,203,0
1013,626,153,0
1130,776,65,0
921,478,92,0
755,314,136,0
757,357,68,0
883,416,1,0
953,365,-78,0
913,354,-67,0
875,355,-68,0
901,351,-124,0
973,342,-186,0
895,344,-162,0
1014,398,-139,0
1050,436,-166,0
895,444,-100,0
782,548,111,0
871,509,123,0
968,190,125,0
987,150,299,0
926,480,700,0
877,723,898,0
657,409,427,0
639,287,188,0
588,272,136,0
567,442,76,0
624,455,61,0
756,475,64,0
953,449,25,0
929,351,-62,0
1004,398,-23,0
1199,580,19,0
1136,631,-18,0
865,588,27,0
825,595,98,0
972,677,87,0
1037,582,69,0
899,356,115,0
851,334,182,0
904,374,98,0
959,321,33,0
900,202,-6,0
780,166,-112,0
717,383,-140,0
744,349,-211,0
814,411,-252,0
831,407,-247,0
1050,524,-193,0
1123,659,-214,0
893,742,-132,0
803,628,173,0
920,582,110,0
1005,477,-27,0
870,713,53,0
813,479,-216,0
692,-18,20,0
650,347,-176,0
572,460,-286,0
521,449,-285,0
505,413,-244,0
547,615,-192,0
748,686,-221,0
824,1053,-351,0
1191,509,-429,0
