Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
09:40:45.606,,168,-137,1077
09:40:45.643,,103,126,1801
09:40:45.666,>Metro,,,
09:40:45.680,,213,66,960
09:40:45.717,,162,-179,712
09:40:45.754,,310,-228,1193
09:40:45.791,,164,49,1021
09:40:45.828,,238,-225,985
09:40:45.865,,315,-343,1020
09:40:45.902,,235,-364,956
09:40:45.939,,226,-261,1081
09:40:45.976,,183,-187,1042
09:40:46.013,,85,-131,947
09:40:46.051,,0,86,922
09:40:46.088,,51,141,1031
09:40:46.125,,209,-53,986
09:40:46.162,,285,-196,854
09:40:46.287,,241,-110,990
09:40:46.287,,241,-110,990
09:40:46.287,,241,-110,990
09:40:46.310,,243,-40,1045
09:40:46.347,,198,-131,1007
09:40:46.384,,143,-138,994
09:40:46.421,,169,-158,1013
09:40:46.458,,182,-141,996
09:40:46.496,,141,-79,1019
09:40:46.533,,134,-78,1020
09:40:46.570,,136,-175,998
09:40:46.607,,141,-192,967
09:40:46.644,,137,-133,967
09:40:46.681,,128,-88,1005
09:40:46.718,,105,11,1041
09:40:46.755,,76,-53,985
09:40:46.792,,40,-141,893
09:40:46.829,,95,-150,945
09:40:46.866,,193,-114,1101
09:40:46.954,,144,-183,990
09:40:46.954,,144,-183,990
09:40:46.978,,136,-130,1032
09:40:47.015,,104,-89,1028
09:40:47.052,,94,28,1032
09:40:47.089,,89,15,983
09:40:47.126,,94,20,994
09:40:47.163,,145,30,1018
09:40:47.200,,159,-135,1008
09:40:47.237,,162,-233,989
09:40:47.274,,133,-120,997
09:40:47.311,,120,-74,1009
09:40:47.348,,144,-116,996
09:40:47.386,,163,-187,939
09:40:47.423,,185,-151,936
09:40:47.460,,196,-190,1009
09:40:47.497,,131,-101,1012
09:40:47.534,,79,-130,888
09:40:47.571,,192,-270,1007
09:40:47.663,,207,-113,923
09:40:47.663,,207,-113,923
09:40:47.682,,315,-78,1168
09:40:47.719,,230,56,1051
09:40:47.756,,91,-228,801
09:40:47.793,,86,-284,864
09:40:47.831,,214,-82,1160
09:40:47.868,,163,42,997
09:40:47.905,,110,-153,789
09:40:47.942,,193,-310,922
09:40:47.979,,222,-88,1068
09:40:48.016,,199,24,995
09:40:48.053,,213,-24,992
09:40:48.090,,275,-3,1118
09:40:48.127,,321,122,1094
09:40:48.164,,260,72,1015
09:40:48.201,,199,-80,952
09:40:48.238,,183,-178,948
09:40:48.275,,231,-108,969
09:40:48.363,,246,6,992
09:40:48.363,,246,6,992
09:40:48.387,,256,-59,977
09:40:48.424,,236,-41,1012
09:40:48.461,,209,-43,982
09:40:48.498,,179,-44,966
09:40:48.535,,175,-87,965
09:40:48.572,,179,-84,986
09:40:48.609,,154,-31,977
09:40:48.646,,151,-50,960
09:40:48.683,,203,-71,1002
09:40:48.721,,206,-96,1001
09:40:48.758,,184,64,1029
09:40:48.795,,140,116,993
09:40:48.832,,171,-113,993
09:40:48.869,,180,-75,1007
09:40:48.906,,165,45,992
09:40:48.943,,177,-18,999
09:40:48.980,,149,-45,1000
09:40:49.017,,147,17,998
09:40:49.107,,158,-36,990
09:40:49.108,,158,-36,990
09:40:49.128,,157,3,1000
09:40:49.166,,163,23,1012
09:40:49.203,,155,-23,996
09:40:49.240,,155,-12,997
09:40:49.277,,161,14,1014
09:40:49.314,,163,-2,1010
09:40:49.351,,152,0,993
09:40:49.388,,154,9,1003
09:40:49.425,,152,15,1003
09:40:49.462,,154,-5,987
09:40:49.499,,159,0,994
09:40:49.536,,161,17,1000
09:40:49.573,,154,26,981
09:40:49.611,,164,2,996
09:40:49.648,,164,-8,995
09:40:49.685,,153,13,992
09:40:49.722,,154,24,1000
09:40:49.759,,161,1,1000
